At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Config.,Ground Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""50""","=""Sn XXI""","=""+20""","=""Tin""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""608""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXII""","=""+21""","=""Tin""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""642.35""","=""]""","=""0.22""","=""L5953""",
"=""50""","=""Sn XXIII""","=""+22""","=""Tin""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""1127""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXIV""","=""+23""","=""Tin""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""1195""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXV""","=""+24""","=""Tin""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""1269""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXVI""","=""+25""","=""Tin""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""1347""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXVII""","=""+26""","=""Tin""","=""Cr""","=""[Ar].3d6""","=""3d6""","=""5D<4>""","=""(""","=""1421""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXVIII""","=""+27""","=""Tin""","=""V""","=""[Ar].3d5""","=""3d5""","=""6S<5/2>""","=""(""","=""1508""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXIX""","=""+28""","=""Tin""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""1596""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXX""","=""+29""","=""Tin""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""1676""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXXI""","=""+30""","=""Tin""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""1763""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXXII""","=""+31""","=""Tin""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""1844""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XXXIII""","=""+32""","=""Tin""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""[""","=""2074""","=""]""","=""6""","=""L11770""",
"=""50""","=""Sn XXXIV""","=""+33""","=""Tin""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""[""","=""2142.1""","=""]""","=""2.1""","=""L11770""",
"=""50""","=""Sn XXXV""","=""+34""","=""Tin""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""[""","=""2227""","=""]""","=""3""","=""L11770""",
"=""50""","=""Sn XXXVI""","=""+35""","=""Tin""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""4S*<3/2>""","=""[""","=""2326""","=""]""","=""9""","=""L11770""",
"=""50""","=""Sn XXXVII""","=""+36""","=""Tin""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""[""","=""2443""","=""]""","=""5""","=""L11770""",
"=""50""","=""Sn XXXVIII""","=""+37""","=""Tin""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""[""","=""2499""","=""]""","=""11""","=""L11770""",
"=""50""","=""Sn XXXIX""","=""+38""","=""Tin""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""[""","=""2687""","=""]""","=""4""","=""L11770""",
"=""50""","=""Sn XL""","=""+39""","=""Tin""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""[""","=""2762.49""","=""]""","=""0.08""","=""L11770""",
"=""50""","=""Sn XLI""","=""+40""","=""Tin""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""[""","=""6421""","=""]""","=""3""","=""L11770""",
"=""50""","=""Sn XLII""","=""+41""","=""Tin""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""[""","=""6631""","=""]""","=""10""","=""L11770""",
"=""50""","=""Sn XLIII""","=""+42""","=""Tin""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""[""","=""6859""","=""]""","=""13""","=""L11770""",
"=""50""","=""Sn XLIV""","=""+43""","=""Tin""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""[""","=""7080""","=""]""","=""50""","=""L11770""",
"=""50""","=""Sn XLV""","=""+44""","=""Tin""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""[""","=""7531""","=""]""","=""8""","=""L11770""",
"=""50""","=""Sn XLVI""","=""+45""","=""Tin""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""7790""","="")""","=""4""","=""L8672c99""",
"=""50""","=""Sn XLVII""","=""+46""","=""Tin""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""[""","=""8103""","=""]""","=""7""","=""L11770""",
"=""50""","=""Sn XLVIII""","=""+47""","=""Tin""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""8306.95""","="")""","=""0.04""","=""L16264c99""",
"=""50""","=""Sn XLIX""","=""+48""","=""Tin""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""34257.148""","="")""","=""0.022""","=""L21139""",
"=""50""","=""Sn L""","=""+49""","=""Tin""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""35192.501""","="")""","=""0.011""","=""L19200""",
"=""51""","=""Sb I""","=""0""","=""Antimony""","=""Sb""","=""[Cd].5p3""","=""5p3""","=""4S*<3/2>""","=""""","=""8.608389""","=""""","=""0.000012""","=""L8844,L6684""",
"=""51""","=""Sb II""","=""+1""","=""Antimony""","=""Sn""","=""[Cd].5p2""","=""5s2.5p2""","=""3P0""","=""""","=""16.626""","=""""","=""0.025""","=""L16370,L8844""",
"=""51""","=""Sb III""","=""+2""","=""Antimony""","=""In""","=""[Cd].5p""","=""5s2.5p""","=""2P*<1/2>""","=""""","=""25.3235""","=""""","=""""","=""L3466,L16241""",
"=""51""","=""Sb IV""","=""+3""","=""Antimony""","=""Cd""","=""[Kr].4d10.5s2""","=""5s2""","=""1S0""","=""""","=""43.804""","=""""","=""0.025""","=""L11767""",
"=""51""","=""Sb V""","=""+4""","=""Antimony""","=""Ag""","=""[Kr].4d10.5s""","=""4d10.5s""","=""2S<1/2>""","=""[""","=""55.00""","=""]""","=""0.10""","=""L5984""",
"=""51""","=""Sb VI""","=""+5""","=""Antimony""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""""","=""99.51""","=""""","=""0.05""","=""L11384""",
"=""51""","=""Sb VII""","=""+6""","=""Antimony""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""117.0""","="")""","=""2.0""","=""L8672c99""",
"=""51""","=""Sb VIII""","=""+7""","=""Antimony""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""139.0""","="")""","=""2.1""","=""L8672c99""",
"=""51""","=""Sb IX""","=""+8""","=""Antimony""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""162.0""","="")""","=""2.2""","=""L8672c99""",
"=""51""","=""Sb X""","=""+9""","=""Antimony""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""185.0""","="")""","=""2.2""","=""L8672c99""",
"=""51""","=""Sb XI""","=""+10""","=""Antimony""","=""Nb""","=""[Kr].4d5""","=""4d5""","=""6S<5/2>""","=""(""","=""214.0""","="")""","=""2.4""","=""L8672c99""",
"=""51""","=""Sb XII""","=""+11""","=""Antimony""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""238.0""","="")""","=""2.5""","=""L8672c99""",
"=""51""","=""Sb XIII""","=""+12""","=""Antimony""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""265""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XIV""","=""+13""","=""Antimony""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""292""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XV""","=""+14""","=""Antimony""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""317""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XVI""","=""+15""","=""Antimony""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""420""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XVII""","=""+16""","=""Antimony""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""447""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XVIII""","=""+17""","=""Antimony""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""479""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XIX""","=""+18""","=""Antimony""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p3""","=""4S*<3/2>""","=""(""","=""510""","="")""","=""3""","=""L8672c99""",
"=""51""","=""Sb XX""","=""+19""","=""Antimony""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""552""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXI""","=""+20""","=""Antimony""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""(""","=""584""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXII""","=""+21""","=""Antimony""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""657""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXIII""","=""+22""","=""Antimony""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""693.26""","=""]""","=""0.24""","=""L10922""",
"=""51""","=""Sb XXIV""","=""+23""","=""Antimony""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""1214""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXV""","=""+24""","=""Antimony""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""1285""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXVI""","=""+25""","=""Antimony""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""1360""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXVII""","=""+26""","=""Antimony""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""1441""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXVIII""","=""+27""","=""Antimony""","=""Cr""","=""[Ar].3d6""","=""3d6""","=""5D<4>""","=""(""","=""1518""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXIX""","=""+28""","=""Antimony""","=""V""","=""[Ar].3d5""","=""3d5""","=""6S<5/2>""","=""(""","=""1606""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXX""","=""+29""","=""Antimony""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""1698""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXXI""","=""+30""","=""Antimony""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""1781""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXXII""","=""+31""","=""Antimony""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""1869""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXXIII""","=""+32""","=""Antimony""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""1954""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXXIV""","=""+33""","=""Antimony""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""(""","=""2190""","="")""","=""5""","=""L8672c99""",
"=""51""","=""Sb XXXV""","=""+34""","=""Antimony""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""(""","=""2266""","="")""","=""5""","=""L8672c99""",
"=""51""","=""Sb XXXVI""","=""+35""","=""Antimony""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""(""","=""2349""","="")""","=""5""","=""L8672c99""",
"=""51""","=""Sb XXXVII""","=""+36""","=""Antimony""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""4S*<3/2>""","=""(""","=""2428""","="")""","=""5""","=""L8672c99""",
"=""51""","=""Sb XXXVIII""","=""+37""","=""Antimony""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""(""","=""2567""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XXXIX""","=""+38""","=""Antimony""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""(""","=""2654""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XL""","=""+39""","=""Antimony""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""(""","=""2815""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLI""","=""+40""","=""Antimony""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""[""","=""2900.0""","=""]""","=""0.5""","=""L10264c99""",
"=""51""","=""Sb XLII""","=""+41""","=""Antimony""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""(""","=""6714""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLIII""","=""+42""","=""Antimony""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""(""","=""6929""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLIV""","=""+43""","=""Antimony""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""(""","=""7167""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLV""","=""+44""","=""Antimony""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""(""","=""7390""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLVI""","=""+45""","=""Antimony""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""(""","=""7887""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLVII""","=""+46""","=""Antimony""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""8140""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLVIII""","=""+47""","=""Antimony""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""(""","=""8455""","="")""","=""4""","=""L8672c99""",
"=""51""","=""Sb XLIX""","=""+48""","=""Antimony""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""8669.48""","="")""","=""0.04""","=""L16264c99""",
"=""51""","=""Sb L""","=""+49""","=""Antimony""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""35710.030""","="")""","=""0.025""","=""L21139""",
"=""51""","=""Sb LI""","=""+50""","=""Antimony""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""36668.183""","="")""","=""0.012""","=""L19200""",
"=""52""","=""Te I""","=""0""","=""Tellurium""","=""Te""","=""[Cd].5p4""","=""5p4""","=""3P<2>""","=""""","=""9.009808""","=""""","=""0.000006""","=""L21109""",
"=""52""","=""Te II""","=""+1""","=""Tellurium""","=""Sb""","=""[Cd].5p3""","=""5s2.5p3""","=""4S*<3/2>""","=""""","=""18.6""","=""""","=""0.4""","=""L3546""",
"=""52""","=""Te III""","=""+2""","=""Tellurium""","=""Sn""","=""[Cd].5p2""","=""5s2.5p2""","=""3P0""","=""""","=""27.84""","=""""","=""0.04""","=""L17749""",
"=""52""","=""Te IV""","=""+3""","=""Tellurium""","=""In""","=""[Cd].5p""","=""5s2.5p""","=""2P*<1/2>""","=""""","=""37.4155""","=""""","=""0.0012""","=""L16261""",
"=""52""","=""Te V""","=""+4""","=""Tellurium""","=""Cd""","=""[Kr].4d10.5s2""","=""5s2""","=""1S0""","=""""","=""59.3""","=""""","=""0.9""","=""L11821c99""",
"=""52""","=""Te VI""","=""+5""","=""Tellurium""","=""Ag""","=""[Kr].4d10.5s""","=""4d10.5s""","=""2S<1/2>""","=""(""","=""69.1""","="")""","=""2.0""","=""L8672c99""",
"=""52""","=""Te VII""","=""+6""","=""Tellurium""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""""","=""124.20""","=""""","=""0.06""","=""L11384""",
"=""52""","=""Te VIII""","=""+7""","=""Tellurium""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""143.0""","="")""","=""2.1""","=""L8672c99""",
"=""52""","=""Te IX""","=""+8""","=""Tellurium""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""167.0""","="")""","=""2.2""","=""L8672c99""",
"=""52""","=""Te X""","=""+9""","=""Tellurium""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""191.1""","="")""","=""2.2""","=""L8672c99""",
"=""52""","=""Te XI""","=""+10""","=""Tellurium""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""215.0""","="")""","=""2.4""","=""L8672c99""",
"=""52""","=""Te XII""","=""+11""","=""Tellurium""","=""Nb""","=""[Kr].4d5""","=""4d5""","=""6S<5/2>""","=""(""","=""245.0""","="")""","=""2.5""","=""L8672c99""",
"=""52""","=""Te XIII""","=""+12""","=""Tellurium""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""272""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XIV""","=""+13""","=""Tellurium""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""299""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XV""","=""+14""","=""Tellurium""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""328""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XVI""","=""+15""","=""Tellurium""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""354""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XVII""","=""+16""","=""Tellurium""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""461""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XVIII""","=""+17""","=""Tellurium""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""491""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XIX""","=""+18""","=""Tellurium""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""522""","="")""","=""3""","=""L8672c99""",
"=""52""","=""Te XX""","=""+19""","=""Tellurium""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p3""","=""4S*<3/2>""","=""(""","=""555""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXI""","=""+20""","=""Tellurium""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""599""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXII""","=""+21""","=""Tellurium""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""(""","=""633""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXIII""","=""+22""","=""Tellurium""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""709""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXIV""","=""+23""","=""Tellurium""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""746.12""","=""]""","=""0.25""","=""L10922""",
"=""52""","=""Te XXV""","=""+24""","=""Tellurium""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""1304""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXVI""","=""+25""","=""Tellurium""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""1377""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXVII""","=""+26""","=""Tellurium""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""1455""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXVIII""","=""+27""","=""Tellurium""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""1538""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXIX""","=""+28""","=""Tellurium""","=""Cr""","=""[Ar].3d6""","=""3d6""","=""5D<4>""","=""(""","=""1618""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXX""","=""+29""","=""Tellurium""","=""V""","=""[Ar].3d5""","=""3d5""","=""6S<5/2>""","=""(""","=""1707""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXXI""","=""+30""","=""Tellurium""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""1803""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXXII""","=""+31""","=""Tellurium""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""1889""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXXIII""","=""+32""","=""Tellurium""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""1979""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXXIV""","=""+33""","=""Tellurium""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""2066""","="")""","=""5""","=""L8672c99""",
"=""52""","=""Te XXXV""","=""+34""","=""Tellurium""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""(""","=""2309""","="")""","=""5""","=""L8672c99""",
"=""52""","=""Te XXXVI""","=""+35""","=""Tellurium""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""(""","=""2386""","="")""","=""5""","=""L8672c99""",
"=""52""","=""Te XXXVII""","=""+36""","=""Tellurium""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""(""","=""2472""","="")""","=""5""","=""L8672c99""",
"=""52""","=""Te XXXVIII""","=""+37""","=""Tellurium""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""4S*<3/2>""","=""(""","=""2552""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XXXIX""","=""+38""","=""Tellurium""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""(""","=""2700""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XL""","=""+39""","=""Tellurium""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""(""","=""2788""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLI""","=""+40""","=""Tellurium""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""(""","=""2954""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLII""","=""+41""","=""Tellurium""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""[""","=""3041.0""","=""]""","=""0.5""","=""L10264c99""",
"=""52""","=""Te XLIII""","=""+42""","=""Tellurium""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""(""","=""7022""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLIV""","=""+43""","=""Tellurium""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""(""","=""7243""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLV""","=""+44""","=""Tellurium""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""(""","=""7485""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLVI""","=""+45""","=""Tellurium""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""(""","=""7714""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLVII""","=""+46""","=""Tellurium""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""(""","=""8240""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLVIII""","=""+47""","=""Tellurium""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""8499""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te XLIX""","=""+48""","=""Tellurium""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""(""","=""8821""","="")""","=""4""","=""L8672c99""",
"=""52""","=""Te L""","=""+49""","=""Tellurium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""9040.83""","="")""","=""0.04""","=""L16264c99""",
"=""52""","=""Te LI""","=""+50""","=""Tellurium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""37196.52""","="")""","=""0.03""","=""L21139""",
"=""52""","=""Te LII""","=""+51""","=""Tellurium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""38177.740""","="")""","=""0.015""","=""L19200""",
"=""53""","=""I I""","=""0""","=""Iodine""","=""I""","=""[Cd].5p5""","=""5s2.5p5""","=""2P*<3/2>""","=""""","=""10.451236""","=""""","=""0.000025""","=""L13998,L22518""",
"=""53""","=""I II""","=""+1""","=""Iodine""","=""Te""","=""[Cd].5p4""","=""5s2.5p4""","=""3P<2>""","=""""","=""19.13126""","=""""","=""0.00012""","=""L7360""",
"=""53""","=""I III""","=""+2""","=""Iodine""","=""Sb""","=""[Cd].5p3""","=""5s2.5p3""","=""4S*<3/2>""","=""""","=""29.570""","=""""","=""0.025""","=""L11993""",
"=""53""","=""I IV""","=""+3""","=""Iodine""","=""Sn""","=""[Cd].5p2""","=""5s2.5p2""","=""3P0""","=""""","=""40.357""","=""""","=""0.025""","=""L11994""",
"=""53""","=""I V""","=""+4""","=""Iodine""","=""In""","=""[Cd].5p""","=""5s2.5p""","=""2P*<1/2>""","=""""","=""51.52""","=""""","=""0.04""","=""L10105""",
"=""53""","=""I VI""","=""+5""","=""Iodine""","=""Cd""","=""[Kr].4d10.5s2""","=""5s2""","=""1S0""","=""[""","=""74.4""","=""]""","=""0.4""","=""L10105""",
